品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
格力,GWH24PZ,U2-C250146,2020,1,684,6.44,4.6701,R32,1,50,4.95,4.1345,太平家庭電器,是
格力,GWH07PZ,U2-C250145,2020,1,246,2.23,4.5261,R32,1,22,2.02,3.8329,太平家庭電器,是
珍寶,AKWA7HNR,U2-C250144,2020,3,348,2.21,3.1537,R32,不適用,—,—,—,第一電業有限公司,否
美的,MW-18CRF8EP,U2-C250143,2020,1,559,5.36,4.7908,R32,不適用,—,—,—,美的電器(香港)有限公司,是
LG,W3NQ24RSAD0,U2-C250142,2020,1,699,6.31,4.5562,R32,不適用,—,—,—,LG Electronics HK Ltd,是
LG,W3NQ12RSAD0,U2-C250141,2020,1,379,3.57,4.6698,R32,不適用,—,—,—,LG Electronics HK Ltd,是
LG,W3NQ18RSAD0,U2-C250140,2020,1,569,5.13,4.5331,R32,不適用,—,—,—,LG Electronics HK Ltd,是
LG,W3NQ09RSAD0,U2-C250139,2020,1,279,2.55,4.5261,R32,不適用,—,—,—,LG Electronics HK Ltd,是
LG,W3NQ07RSAD0,U2-C250138,2020,1,245,2.26,4.5465,R32,不適用,—,—,—,LG Electronics HK Ltd,是
格力,GWS35MZ,U2-C250134,2020,4,560,3.55,3.0725,R32,不適用,—,—,—,太平家庭電器,否
格力,GWS53MZ,U2-C250133,2020,4,861,5.37,3.0237,R32,不適用,—,—,—,太平家庭電器,否
格力,GWS26MZ,U2-C250132,2020,4,429,2.68,3.0396,R32,不適用,—,—,—,太平家庭電器,否
格力,GWS20MZ,U2-C250131,2020,4,349,2.11,3.0142,R32,不適用,—,—,—,太平家庭電器,否
珍寶,AKWA9HNR,U2-C250130,2020,4,432,2.63,2.9873,R32,不適用,—,—,—,第一電業有限公司,否
珍寶,ALWA24HNR,U2-C250124,2020,4,1060,6.71,3.1207,R32,不適用,—,—,—,第一電業有限公司,否
珍寶,AFWA18HNR,U2-C250123,2020,4,844,5.42,3.0851,R32,不適用,—,—,—,第一電業有限公司,否
珍寶,AMWA12HNR,U2-C250122,2020,4,556,3.54,3.0933,R32,不適用,—,—,—,第一電業有限公司,否
格力,GWA24MZ,U2-C250120,2020,4,1057,6.63,3.1288,R32,不適用,—,—,—,太平家庭電器,否
格力,GWA18MZ,U2-C250119,2020,4,861,5.37,3.0237,R32,不適用,—,—,—,太平家庭電器,否
格力,GWA12MZ,U2-C250118,2020,4,560,3.55,3.0725,R32,不適用,—,—,—,太平家庭電器,否
格力,GWA09MZ,U2-C250117,2020,4,429,2.68,3.0396,R32,不適用,—,—,—,太平家庭電器,否
Comfee',CFW-18FF-M,U2-C250116,2020,3,823,5.35,3.2443,R32,不適用,—,—,—,東芝香港有限公司,否
Comfee',CFW-12FF-M,U2-C250115,2020,3,546,3.56,3.2666,R32,不適用,—,—,—,東芝香港有限公司,否
Comfee',CFW-09FF-M,U2-C250114,2020,3,393,2.73,3.3808,R32,不適用,—,—,—,東芝香港有限公司,否
Comfee',CFW-07FF-M,U2-C250113,2020,3,315,2.09,3.2714,R32,不適用,—,—,—,東芝香港有限公司,否
樂信牌,RC-S1801AC,U2-C250112,2020,1,548,5.36,4.7795,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S1201AC,U2-C250111,2020,1,362,3.42,4.6618,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S901AC,U2-C250110,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-S701AC,U2-C250109,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,信興電工工程有限公司,是
肯特,TA-09EOG,U2-C250108,2020,3,394,2.73,3.4011,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-18EOG,U2-C250107,2020,3,814,5.34,3.2764,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-12EOG,U2-C250106,2020,3,542,3.52,3.2809,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-07EOG,U2-C250105,2020,3,315,2.10,3.2883,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
肯特,TA-12BVXP,U2-C250104,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
樂信牌,RC-V18AC,U2-C250103,2020,3,823,5.35,3.2561,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V12AC,U2-C250102,2020,3,546,3.56,3.2599,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V9AC,U2-C250101,2020,3,393,2.73,3.3994,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-V7AC,U2-C250100,2020,3,315,2.09,3.2954,R32,不適用,—,—,—,信興電工工程有限公司,否
樂信牌,RC-SUL180B,U2-C250094,2020,1,543,5.05,4.6535,R32,不適用,—,—,—,信興電工工程有限公司,是
MECAN,MC18VX,U2-C250093,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
MECAN,MC18FS,U2-C250092,2020,3,814,5.34,3.2764,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,否
MECAN,MC12FS,U2-C250091,2020,3,542,3.52,3.2809,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,否
MECAN,MC21VX,U2-C250085,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
開利,CHK12UX,U2-C250084,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
開利,CHK12000TP,U2-C250083,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK12XP,U2-C250082,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
大松,W24V5B,U2-C250081,2020,1,669,6.63,4.7672,R32,不適用,—,—,—,宏俊有限公司,是
大松,W18V5B,U2-C250080,2020,1,561,5.28,4.5957,R32,不適用,—,—,—,宏俊有限公司,是
大松,W12V5B,U2-C250079,2020,1,380,3.53,4.6525,R32,不適用,—,—,—,宏俊有限公司,是
大松,W09V5B,U2-C250078,2020,1,280,2.50,4.5066,R32,不適用,—,—,—,宏俊有限公司,是
大松,W07V5B,U2-C250077,2020,1,247,2.28,4.5109,R32,不適用,—,—,—,宏俊有限公司,是
MECAN,MC07FS,U2-C250074,2020,3,315,2.10,3.2883,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,否
MECAN,MC09FS,U2-C250073,2020,3,394,2.73,3.4011,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,否
格力,GWH12PZ,U2-C250071,2020,1,375,3.57,4.7531,R32,1,30,2.63,3.7358,太平家庭電器,是
格力,GWH18PZ,U2-C250070,2020,1,567,5.27,4.5510,R32,1,48,4.78,4.2515,太平家庭電器,是
肯特,TA-21BVXP-1,U2-C250069,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09VFPN,U2-C250066,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK7000TP,U2-C250065,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
格力,GWA07MZ,U2-C250064,2020,4,349,2.11,3.0142,R32,不適用,—,—,—,太平家庭電器,否
美的,MW-12CRF8E,U2-C250063,2020,1,362,3.42,4.6618,R32,不適用,—,—,—,美的電器(香港)有限公司,是
美的,MW-09CRF8E,U2-C250062,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,美的電器(香港)有限公司,是
格力,GWV63Z,U2-C250056,2020,1,669,6.63,4.7672,R32,不適用,—,—,—,太平家庭電器,是
格力,GWV53Z,U2-C250055,2020,1,561,5.28,4.5957,R32,不適用,—,—,—,太平家庭電器,是
格力,GWV35Z,U2-C250054,2020,1,380,3.53,4.6525,R32,不適用,—,—,—,太平家庭電器,是
格力,GWV26Z,U2-C250053,2020,1,280,2.50,4.5066,R32,不適用,—,—,—,太平家庭電器,是
格力,GWV20Z,U2-C250052,2020,1,247,2.28,4.5109,R32,不適用,—,—,—,太平家庭電器,是
格力,GWF24P,U2-C250051,2020,1,669,6.63,4.7672,R32,不適用,—,—,—,太平家庭電器,是
格力,GWF18P,U2-C250050,2020,1,561,5.28,4.5957,R32,不適用,—,—,—,太平家庭電器,是
格力,GWF12P,U2-C250049,2020,1,380,3.53,4.6525,R32,不適用,—,—,—,太平家庭電器,是
格力,GWF09P,U2-C250048,2020,1,280,2.50,4.5066,R32,不適用,—,—,—,太平家庭電器,是
格力,GWF07P,U2-C250047,2020,1,247,2.28,4.5109,R32,不適用,—,—,—,太平家庭電器,是
美的,MW-07CRF8E,U2-C250044,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,美的電器(香港)有限公司,是
樂信牌,RC-SUL240B,U2-C250043,2020,1,682,6.24,4.6684,R32,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CW-SUL180BA,U2-C250042,2020,1,543,5.05,4.6535,R32,不適用,—,—,—,信興電器貿易有限公司,是
肯特,TA-07BVXP,U2-C250041,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-09BVXP,U2-C250040,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
肯特,TA-18BVXP,U2-C250039,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
豐澤牌,FWAD13IRI25,U2-C250038,2020,1,362,3.42,4.6618,R32,不適用,—,—,—,屈臣氏零售(香港),是
開利,CHK21SBVXPN,U2-C250037,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK21FBVXPN,U2-C250036,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
Panasonic,CW-SUL240BA,U2-C250035,2020,1,682,6.24,4.6684,R32,不適用,—,—,—,信興電器貿易有限公司,是
開利,CKM09VSP,U2-C250034,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK9000TP,U2-C250033,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09XP,U2-C250032,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09UX,U2-C250031,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09FBVXP,U2-C250030,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09EAVXP,U2-C250029,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CKM07VSP,U2-C250028,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK07XP,U2-C250027,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK07SBVXP,U2-C250026,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK07FBVXP,U2-C250025,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK07EAVXP,U2-C250024,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK18VFP,U2-C250023,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK07VFP,U2-C250022,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
開利,CHK07UX,U2-C250021,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
MECAN,MC12VX,U2-C250020,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
MECAN,MC09VX,U2-C250019,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
MECAN,MC07VX,U2-C250018,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,美佳冷氣(香港)有限公司,是
豐澤牌,FWAD19IRI25,U2-C250017,2020,1,548,5.36,4.7795,R32,不適用,—,—,—,屈臣氏零售(香港),是
豐澤牌,FWAD10IRI25,U2-C250016,2020,1,272,2.63,4.7797,R32,不適用,—,—,—,屈臣氏零售(香港),是
豐澤牌,FWAD08IRI25,U2-C250015,2020,1,249,2.34,4.5598,R32,不適用,—,—,—,屈臣氏零售(香港),是
開利,CHK18BE,U2-C250014,2020,3,814,5.34,3.2764,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK12BE,U2-C250013,2020,3,542,3.52,3.2809,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK09BE,U2-C250012,2020,3,394,2.73,3.4011,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
開利,CHK07BE,U2-C250011,2020,3,315,2.10,3.2883,R32,不適用,—,—,—,世紀開利家用空調有限公司,否
Panasonic,CW-SUL120BA,U2-C250002,2020,1,395,3.56,4.6123,R32,不適用,—,—,—,信興電器貿易有限公司,是
樂信牌,RC-SUL120B,U2-C250001,2020,1,395,3.56,4.6123,R32,不適用,—,—,—,信興電工工程有限公司,是
開利,CKM21VP,U2-C240199,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK21000TP,U2-C240198,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK21UX,U2-C240197,2020,1,665,6.32,4.7953,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CKM18VSP,U2-C240196,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK18FBVXP,U2-C240195,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK18SBVXP,U2-C240194,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK18000TP,U2-C240193,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK18UX,U2-C240192,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
惠而浦,AWV18301R,U2-C240174,2020,1,565,5.31,4.5615,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV12301R,U2-C240173,2020,1,381,3.53,4.6467,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV09301R,U2-C240172,2020,1,279,2.50,4.5239,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV07301R,U2-C240171,2020,1,245,2.28,4.5347,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV18300R,U2-C240170,2020,1,565,5.31,4.5615,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV12300R,U2-C240169,2020,1,381,3.53,4.6467,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV09300R,U2-C240168,2020,1,279,2.50,4.5239,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
惠而浦,AWV07300R,U2-C240167,2020,1,245,2.28,4.5347,R32,不適用,—,—,—,惠而浦(香港)有限公司,是
珍寶,ALWB24NID,U2-C240162,2020,1,706,6.33,4.5137,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,AFWB18NID,U2-C240161,2020,1,544,5.33,4.7382,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,AMWB12NID,U2-C240160,2020,1,359,3.56,4.9263,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,AKWB9NID,U2-C240159,2020,1,272,2.59,4.6488,R32,不適用,—,—,—,第一電業有限公司,是
珍寶,AKWB7NID,U2-C240158,2020,1,241,2.29,4.6187,R32,不適用,—,—,—,第一電業有限公司,是
開利,CHK09SBVXP,U2-C240131,2020,1,291,2.59,4.5882,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09VFP,U2-C240130,2020,1,291,2.59,4.5882,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
開利,CHK09EX,U2-C240117,2020,1,290,2.59,4.5882,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
東芝,RAC-12G3CVRGR-HK1,U2-C240093,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,東芝香港有限公司,是
東芝,RAC-12G3CVG-HK1,U2-C240092,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,東芝香港有限公司,是
美的,MW-22CRF8E,U2-C240091,2020,1,678,6.32,4.8068,R32,不適用,—,—,—,美的電器(香港)有限公司,是
白河馬,HIP18HK1,U2-C240090,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,白河馬企業有限公司,是
白河馬,HIP12HK1,U2-C240087,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,白河馬企業有限公司,是
三菱重工,WRK53MGC1,U2-C240086,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,WRK35MGC1,U2-C240085,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,WRK26MGC1,U2-C240084,2020,1,290,2.56,4.5981,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
三菱重工,WRK20MGC1,U2-C240083,2020,1,240,2.27,4.7529,R32,不適用,—,—,—,三菱重工業(香港)有限公司冷熱事業部,是
約克,YC-24ZA-R,U2-C240070,2020,1,668,6.63,4.7664,R32,不適用,—,—,—,江森自控日立空調貿易（香港）有限公司,是
約克,YC-18ZA-R,U2-C240069,2020,1,561,5.28,4.5957,R32,不適用,—,—,—,江森自控日立空調貿易（香港）有限公司,是
約克,YC-12ZA-R,U2-C240068,2020,1,365,3.62,4.8539,R32,不適用,—,—,—,江森自控日立空調貿易（香港）有限公司,是
約克,YC-9ZA-R,U2-C240067,2020,1,272,2.57,4.6497,R32,不適用,—,—,—,江森自控日立空調貿易（香港）有限公司,是
品牌,型號,參考編號,年份 (*),能源效益級別(製冷)(1 至 5),每年耗電量(製冷)(千瓦小時),製冷量(千瓦),製冷季節性表現系數 (CSPF),製冷劑,能源效益級別(供暖)(1 至 5),每年耗電量(供暖)(千瓦小時),供暖量(千瓦),供暖季節性表現系數 (HSPF),資料提供者,變頻
約克,YC-7ZA-R,U2-C240066,2020,1,243,2.25,4.5738,R32,不適用,—,—,—,江森自控日立空調貿易（香港）有限公司,是
豐澤牌,FWAD13BIR24,U2-C240065,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,屈臣氏零售(香港),是
樂信牌,RC-SU240A,U2-C240055,2020,1,672,6.55,4.7398,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-SU180A,U2-C240054,2020,1,542,5.09,4.6641,R32,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CW-SU240AA,U2-C240053,2020,1,672,6.55,4.7398,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CW-SU180AA,U2-C240052,2020,1,542,5.09,4.6641,R32,不適用,—,—,—,信興電器貿易有限公司,是
美的,MW-18CRF8E,U2-C240051,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,美的電器(香港)有限公司,是
BODYSONIC,WK70B09R32,U2-C240041,2020,1,272,2.57,4.6497,R32,不適用,—,—,—,和記電業有限公司,是
BODYSONIC,WK70B07R32,U2-C240040,2020,1,243,2.25,4.5738,R32,不適用,—,—,—,和記電業有限公司,是
BODYSONIC,WK70B24R32,U2-C240039,2020,1,669,6.63,4.7672,R32,不適用,—,—,—,和記電業有限公司,是
BODYSONIC,WK70B18R32,U2-C240038,2020,1,561,5.28,4.5957,R32,不適用,—,—,—,和記電業有限公司,是
BODYSONIC,WK70B12R32,U2-C240037,2020,1,365,3.62,4.8539,R32,不適用,—,—,—,和記電業有限公司,是
Comfee',CWF-18CRFN8-AD5,U2-C240036,2020,1,578,5.35,4.6392,R32,不適用,—,—,—,東芝香港有限公司,是
Comfee',CWF-12CRFN8-AD5,U2-C240035,2020,1,380,3.50,4.6849,R32,不適用,—,—,—,東芝香港有限公司,是
Comfee',CWF-09CRFN8-AD5,U2-C240034,2020,1,290,2.57,4.5994,R32,不適用,—,—,—,東芝香港有限公司,是
Comfee',CWF-07CRFN8-AD5,U2-C240033,2020,1,240,2.27,4.7701,R32,不適用,—,—,—,東芝香港有限公司,是
樂信牌,RC-SU120A,U2-C240032,2020,1,391,3.61,4.6568,R32,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CW-SU120AA,U2-C240024,2020,1,391,3.61,4.6567,R32,不適用,—,—,—,信興電器貿易有限公司,是
聲寶,AF-X18BCA,U2-C240023,2020,1,565,5.19,4.5608,R32,不適用,—,—,—,大昌貿易行有限公司,是
聲寶,AF-X12BCA,U2-C240022,2020,1,377,3.54,4.6954,R32,不適用,—,—,—,大昌貿易行有限公司,是
聲寶,AF-X9BCA,U2-C240021,2020,1,269,2.56,4.6925,R32,不適用,—,—,—,大昌貿易行有限公司,是
聲寶,AF-X7BCA,U2-C240020,2020,1,247,2.25,4.5074,R32,不適用,—,—,—,大昌貿易行有限公司,是
Panasonic,CW-SU90AA,U2-C240019,2020,1,285,2.61,4.6080,R32,不適用,—,—,—,信興電器貿易有限公司,是
Panasonic,CW-SU70AA,U2-C240018,2020,1,237,2.17,4.6329,R32,不適用,—,—,—,信興電器貿易有限公司,是
樂信牌,RC-SU90A,U2-C240017,2020,1,285,2.61,4.6080,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-SU70A,U2-C240016,2020,1,237,2.17,4.6329,R32,不適用,—,—,—,信興電工工程有限公司,是
開利,CKM07VS,U2-C240011,2020,1,237,2.27,4.7631,R32,不適用,—,—,—,世紀開利家用空調有限公司,是
樂信牌,RC-HZ180A,U2-C240010,2020,1,493,5.05,5.1310,R32,1,51,5.05,4.2887,信興電工工程有限公司,是
樂信牌,RC-HU180A,U2-C240009,2020,1,498,4.99,5.0776,R32,不適用,—,—,—,信興電工工程有限公司,是
樂信牌,RC-HZ240A,U2-C240008,2020,1,636,6.17,5.0065,R32,1,67,6.47,4.0989,信興電工工程有限公司,是
樂信牌,RC-HU240A,U2-C240007,2020,1,629,6.19,5.0596,R32,不適用,—,—,—,信興電工工程有限公司,是
Panasonic,CW-HZ240AA,U2-C240006,2020,1,636,6.17,5.0065,R32,1,67,6.47,4.0989,信興電器貿易有限公司,是
